"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"project.nlogo"
"vary-water-randomness"
"12/15/2025 16:04:12:260 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","33","0","32"
"[run number]","rice-seed-cost","drought-prob","base-maintenance-cost","w_sc","w_def","base-share","num-farmers","w_bal","base-theft","detection-likelihood","cotton-price","mustard-price","theft_w_vwater","crop-stage-variance","theft_w_f","wheat-price","w_str","cotton-seed-cost","rice-price","heavy-rain-prob","base-living-cost-month","theft_w_sc","w_f","mustard-seed-cost","flood-prob","theft_w_vsc","base-flow","theft_w_str","wheat-seed-cost","water-randomness","base-water-cost-per-unit","theft_w_def","[step]","water-randomness","mean [wealth] of farmers","standard-deviation [wealth] of farmers","theft-volume","trade-volume","mean [strength] of friendships","mean [social-credit] of farmers","report-all-farmer-data"
"9","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","2210690.9937556284","8998078.259070104","29.382024394017616","292.9844354040601","0.829329842412065","6.551848524260296","[[0 4 1.2830931162700217E7 -2.279089812708294 0 24 [1 9 0 11] [143 4 3 370]] [1 3 5415900.501781079 1.5479090473612247 0 21 [0 10 0 11] [140 0 10 370]] [2 6 2.6215964149754584E7 1.6025832946321577 0 36 [0 10 0 11] [126 2 5 387]] [3 3 4962520.466960514 -0.1691653612427358 0 32 [1 9 1 10] [228 5 7 280]] [4 4 6291057.983976577 3.180775716486809 0 39 [2 8 0 11] [260 4 11 245]] [5 4 9936287.353980858 1.7996754881404269 0 36 [2 8 0 11] [202 5 13 300]] [6 7 9144598.687064761 5.132882669426673 0 33 [2 8 0 11] [285 9 11 215]] [7 4 1.2185057798025977E7 0.3378519662169383 0 0 [2 8 0 11] [215 11 15 279]] [8 3 3706783.1972580273 3.093047970443805 0 38 [2 8 0 11] [313 7 15 185]] [9 12 2.6567076580421418E7 3.0591470531371447 8 47 [2 8 0 11] [229 6 16 269]] [10 3 3130787.7542449282 4.405289020968307 0 47 [3 7 0 11] [350 15 8 147]] [11 9 1.5840050811368799E7 6.967881410036309 0 62 [3 7 0 11] [240 14 19 247]] [12 8 429139.06326750387 5.14280713129208 1 71 [10 0 0 11] [470 36 14 0]] [13 3 -605260.6064452557 9.961075868453845 0 73 [10 0 0 11] [464 56 0 0]] [14 3 -1791084.3083780017 10.024686816321621 0 51 [10 0 0 11] [464 56 0 0]] [15 3 -1797502.2896769552 6.628124171049313 0 73 [10 0 0 11] [461 59 0 0]] [16 7 -4242328.073962585 10.727200566802379 1 39 [10 0 0 11] [451 69 0 0]] [17 3 -1721108.0864052596 4.148970733975141 0 78 [10 0 0 11] [456 64 0 0]] [18 6 484827.8846974664 8.153841893968504 0 99 [10 0 0 11] [448 64 8 0]] [19 3 -1633707.7628403013 7.022954727389366 0 83 [10 0 0 11] [445 75 0 0]] [20 14 3966518.514049955 11.776842856878245 4 177 [8 2 0 11] [448 57 15 0]] [21 3 -2880817.9242946967 6.988924435690567 0 97 [10 0 0 11] [438 82 0 0]] [22 3 -2979638.8634184836 4.783285652647689 0 92 [10 0 0 11] [433 87 0 0]] [23 5 -666994.1416979467 13.91474956486302 0 121 [10 0 0 11] [426 94 0 0]] [24 3 -3176895.597462938 8.634483287659545 0 90 [10 0 0 11] [413 107 0 0]] [25 5 -2145764.8228040733 11.803964842854027 0 132 [10 0 0 11] [420 100 0 0]] [26 6 -3341739.6005740343 10.695122886886054 0 111 [10 0 0 11] [410 110 0 0]] [27 3 -2841348.0343658733 6.708500337455499 0 133 [10 0 0 11] [415 105 0 0]] [28 7 -7486284.228379737 8.601074108496379 4 127 [10 0 0 11] [410 110 0 0]] [29 3 -3907560.353507708 13.51390394903732 0 96 [10 0 0 11] [400 120 0 0]] [30 8 -7478778.101721178 18.154643796779208 3 194 [10 0 0 11] [399 121 0 0]] [31 4 -3367362.761777752 6.858903132096628 1 133 [10 0 0 11] [396 124 0 0]] [32 23 -1.6090523557904167E7 3.288152077094625 43 0 [10 0 0 11] [376 144 0 0]]]"
"12","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","-2599565.543317073","5719024.515691439","154.94241447450565","239.4381728849583","0.8768085028217131","3.664731855147784","[[0 9 1.758851921005971E7 -9.249622829073362 0 47 [3 7 0 11] [245 9 14 252]] [1 3 1909338.421682648 -5.058593354859171 0 38 [5 5 0 11] [477 21 9 13]] [2 3 129796.16669416847 -2.4205285300960173 0 41 [10 0 0 11] [474 46 0 0]] [3 11 1.4618224190618616E7 3.55187827110732 10 32 [2 8 0 11] [246 10 19 245]] [4 9 -1010916.4871997666 2.5966579437456554 0 43 [10 0 0 11] [472 48 0 0]] [5 5 2720706.7188001415 0.0866169141338159 0 41 [6 4 0 11] [481 19 20 0]] [6 4 -1774192.043595896 -2.543446014934385 0 25 [10 0 0 11] [465 55 0 0]] [7 11 -2763111.249325032 -3.2099488390213406 46 21 [10 0 0 11] [469 51 0 0]] [8 6 624094.0214021723 4.77091543218482 0 65 [10 0 0 11] [461 50 9 0]] [9 10 -3184748.2000401006 -6.064815724708333 39 0 [10 0 0 11] [451 69 0 0]] [10 12 -5104648.435304132 6.528347709923967 27 56 [10 0 0 11] [452 68 0 0]] [11 3 -2713025.1358372015 -0.6569890373591702 0 56 [10 0 0 11] [440 80 0 0]] [12 3 -3503130.581925677 3.2158179708069943 0 54 [10 0 0 11] [433 87 0 0]] [13 9 -5907919.212812614 4.479019266035186 20 62 [10 0 0 11] [442 78 0 0]] [14 5 -450470.677090683 4.858008860517223 0 84 [10 0 0 11] [439 81 0 0]] [15 6 -2599223.532097947 4.980999614307691 1 85 [10 0 0 11] [431 89 0 0]] [16 4 -3537703.525270198 5.52808571492073 0 62 [10 0 0 11] [426 94 0 0]] [17 3 -3930949.568306253 2.8680599514605456 0 71 [10 0 0 11] [423 97 0 0]] [18 3 -4152131.358363953 8.034566500997876 0 90 [10 0 0 11] [415 105 0 0]] [19 9 -8122983.316004082 7.894368963403069 24 97 [10 0 0 11] [403 117 0 0]] [20 3 -3503596.1725278627 2.2516105225376064 0 84 [10 0 0 11] [405 115 0 0]] [21 5 -4039724.3856587308 11.64118824866389 1 80 [10 0 0 11] [400 120 0 0]] [22 3 -4684182.305635202 6.827483553685901 0 89 [10 0 0 11] [402 118 0 0]] [23 5 -4242324.915682779 10.061663823825208 5 82 [10 0 0 11] [392 128 0 0]] [24 29 -1.3272943603256155E7 10.11079490401784 61 162 [10 0 0 11] [382 138 0 0]] [25 3 -4900857.023284223 4.209822032791764 0 114 [10 0 0 11] [389 131 0 0]] [26 3 -5206363.091073195 -0.5604415248171906 13 51 [10 0 0 11] [386 134 0 0]] [27 7 -9559284.432858095 7.795445253724741 7 108 [10 0 0 11] [378 142 0 0]] [28 4 -5166437.41134713 6.683568399590312 18 112 [10 0 0 11] [372 148 0 0]] [29 3 -5007851.909849391 5.656127398061708 8 117 [10 0 0 11] [374 146 0 0]] [30 3 -5215385.91906667 9.139562423568776 7 96 [10 0 0 11] [357 163 0 0]] [31 3 -4796432.92426178 8.006752061016282 7 105 [10 0 0 11] [371 149 0 0]] [32 3 -5025804.241046104 8.923175339716922 8 100 [10 0 0 11] [359 161 0 0]]]"
"10","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","-2994161.2379768873","1.2499997227355426E7","342.22697520950067","233.86634290544825","0.7973206420606861","-4.913503041091735","[[0 29 6.483730696342359E7 -10.285512106961127 0 33 [3 7 0 11] [212 18 25 265]] [1 3 -812894.216635497 -10.1555 0 33 [10 0 0 11] [461 59 0 0]] [2 10 -2162856.9670886653 -10 12 49 [10 0 0 11] [467 53 0 0]] [3 5 -2024870.420295541 -10 0 12 [10 0 0 11] [460 60 0 0]] [4 6 -421228.0756556968 -10.08 0 0 [10 0 0 11] [448 72 0 0]] [5 18 -5204270.035310033 -10 94 33 [10 0 0 11] [448 69 3 0]] [6 3 -4269865.319519051 -10.1555 0 31 [10 0 0 11] [442 78 0 0]] [7 11 -5466849.128534669 -0.6506768302544608 35 20 [10 0 0 11] [438 82 0 0]] [8 9 -6741322.599596948 -6.949421806853921 27 30 [10 0 0 11] [435 85 0 0]] [9 4 -3021436.982875586 -10 0 60 [10 0 0 11] [436 84 0 0]] [10 3 -3126819.403456652 -10 0 72 [10 0 0 11] [433 87 0 0]] [11 3 -4821843.694250421 -10 0 36 [10 0 0 11] [427 93 0 0]] [12 8 -7156511.516988339 3.381854286533107 29 56 [10 0 0 11] [417 103 0 0]] [13 6 -1161387.5508043198 -1.0649563347212563 3 92 [10 0 0 11] [421 99 0 0]] [14 3 -4484970.827941606 -10 0 0 [10 0 0 11] [410 110 0 0]] [15 3 -4310303.863459137 -10 0 71 [10 0 0 11] [404 116 0 0]] [16 4 -4257504.746866194 -9.93952331516626 4 63 [10 0 0 11] [407 113 0 0]] [17 3 -4761671.200994108 -10 0 21 [10 0 0 11] [396 124 0 0]] [18 5 -4737673.0023479685 -10 32 63 [10 0 0 11] [398 122 0 0]] [19 24 -1.3809859236378353E7 9.262567099999066 120 59 [10 0 0 11] [395 125 0 0]] [20 3 -4608300.664010939 -10 2 49 [10 0 0 11] [383 137 0 0]] [21 14 -1.1657091375132322E7 5.031326358265749 105 40 [10 0 0 11] [385 135 0 0]] [22 3 -5049488.125476008 -8.015218385402411 0 78 [10 0 0 11] [389 131 0 0]] [23 3 -4878345.713650952 -9.968652289897792 23 92 [10 0 0 11] [390 130 0 0]] [24 3 -5259679.75757835 -3.924658498281434 22 81 [10 0 0 11] [377 143 0 0]] [25 5 -5463362.774531803 3.419149062242025 45 115 [10 0 0 11] [370 150 0 0]] [26 3 -5316234.309646565 -3.6078292973299178 18 100 [10 0 0 11] [371 149 0 0]] [27 3 -5120675.759920186 -5.545129713375368 49 113 [10 0 0 11] [368 152 0 0]] [28 8 -1.1658382609286653E7 7.5887091169653464 86 95 [10 0 0 11] [362 158 0 0]] [29 3 -5555885.662848187 -7.541303449625272 50 64 [10 0 0 11] [363 157 0 0]] [30 3 -4990874.45301738 0.8807900185394135 42 124 [10 0 0 11] [362 158 0 0]] [31 3 -5593729.277617226 8.28773343388027 33 113 [10 0 0 11] [350 170 0 0]] [32 3 -5738438.544945497 7.886152295416964 30 112 [10 0 0 11] [347 173 0 0]]]"
"6","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","9591569.58029574","1.5648174724548826E7","12.832137245269259","364.0218422213747","0.749341883278333","6.506357706549782","[[0 3 1.0300477626489146E7 -2.8876690252245747 0 15 [1 9 0 11] [156 0 6 358]] [1 3 1.1923917716912366E7 1.643811126431136 0 22 [1 9 0 11] [133 0 7 380]] [2 10 4.884617155013996E7 2.33976601975183 2 35 [0 10 0 11] [85 0 8 427]] [3 3 7907934.120384135 0.6408585064843164 0 19 [1 9 0 11] [247 0 7 266]] [4 8 2.4121808160428233E7 1.3815569166114943 0 20 [1 9 0 11] [204 2 10 304]] [5 4 1.1185937234012742E7 2.6220685899390097 0 33 [1 9 0 11] [253 3 13 251]] [6 8 2.4437758629826307E7 2.903106437323752 0 44 [1 9 0 11] [152 0 11 357]] [7 12 4.976527521920931E7 4.041179290044154 9 30 [0 10 0 11] [114 1 13 392]] [8 3 2503469.6023226357 5.480106844920312 0 48 [8 2 0 11] [489 21 2 8]] [9 3 3429411.5581515916 2.6342776964364667 0 29 [6 4 0 11] [461 18 5 36]] [10 11 4.6049589772091255E7 3.091468246082806 9 56 [1 9 0 11] [190 0 16 314]] [11 10 2.8582384968196265E7 3.763082792305563 2 62 [1 9 0 11] [264 1 15 240]] [12 8 2.975700926200365E7 3.511886001013897 1 57 [0 10 0 11] [125 2 14 379]] [13 4 1.3877161991825702E7 2.1031189220108097 0 44 [1 9 0 11] [227 3 17 273]] [14 4 4764775.526811088 7.658007491822393 0 79 [7 3 0 11] [432 22 11 55]] [15 3 1477020.3104915249 8.639651645078324 0 86 [9 1 0 11] [478 41 1 0]] [16 4 542971.4574792682 8.871851490559393 0 49 [9 1 0 11] [481 33 6 0]] [17 4 1913553.0473387502 6.35128499055826 0 81 [9 1 0 11] [474 42 4 0]] [18 4 -2184847.8889947524 6.901938334921426 0 58 [10 0 0 11] [468 52 0 0]] [19 4 -264979.2889924375 10.34425648857002 0 80 [10 0 0 11] [462 58 0 0]] [20 3 -2256426.483234179 10.68378785057205 0 72 [10 0 0 11] [455 65 0 0]] [21 3 -1224678.0503829138 10.013333339408083 0 112 [10 0 0 11] [458 62 0 0]] [22 12 1.6491274106770052E7 9.94201769243754 3 116 [6 4 0 11] [400 40 23 57]] [23 6 957797.3376674178 12.503523217568295 3 106 [10 0 0 11] [447 73 0 0]] [24 4 -2136132.7142217206 6.541531115302462 0 105 [10 0 0 11] [441 79 0 0]] [25 3 -2401035.4694986297 10.410777965843765 0 133 [10 0 0 11] [433 87 0 0]] [26 12 -2900471.223649172 14.386564912514496 4 133 [10 0 0 11] [432 88 0 0]] [27 3 -2626277.2908970946 9.485893957891454 0 122 [10 0 0 11] [429 91 0 0]] [28 3 -669772.732975422 10.50513736893658 0 124 [10 0 0 11] [412 108 0 0]] [29 6 -1463719.4263993243 8.462406554050794 2 121 [10 0 0 11] [422 98 0 0]] [30 6 1362619.3891299493 11.603540224931225 2 169 [10 0 0 11] [414 106 0 0]] [31 3 -1809207.5483604316 6.196975326876852 4 158 [10 0 0 11] [410 110 0 0]] [32 3 -3738974.320315814 11.93870598416838 2 148 [10 0 0 11] [397 123 0 0]]]"
"19","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","2.4925464081246734E7","3.568245372563848E7","3.940974747346137","329.76425403060523","0.5365732955632628","4.061497370162803","[[0 3 2.0242830829212613E7 0.6804332299409018 0 11 [0 10 0 11] [73 0 4 443]] [1 4 2.837881140187895E7 1.2240469326680634 0 10 [0 10 0 11] [73 0 2 445]] [2 4 2.7635816892907202E7 1.1106598670796066 0 20 [1 9 0 11] [70 0 5 445]] [3 24 1.966106326106666E8 2.957462372266651 2 17 [0 10 0 11] [79 0 2 439]] [4 3 1.6748166240393296E7 2.0472236193388307 0 17 [0 10 0 11] [95 1 3 421]] [5 4 2.8520893227069035E7 1.617675606162877 0 19 [1 9 0 11] [76 1 3 440]] [6 3 1.6572175374503715E7 2.024743132887922 0 26 [0 10 0 11] [94 1 3 422]] [7 3 1.769668292969483E7 1.6830908220231113 0 24 [0 10 0 11] [81 2 2 435]] [8 3 2.022566717981736E7 1.7500015092292531 0 0 [0 10 0 11] [81 0 1 438]] [9 4 2.5440382275679015E7 2.233512520048126 0 17 [0 10 0 11] [96 2 5 417]] [10 4 2.3237987724522393E7 2.0712858728657753 0 19 [0 10 0 11] [116 1 5 398]] [11 3 1.5711788525708994E7 1.7011425286207553 0 30 [1 9 0 11] [125 1 6 388]] [12 7 3.9183405497806236E7 2.1165479464897943 1 51 [1 9 0 11] [121 1 7 391]] [13 4 1.8386739137968875E7 2.446185471443782 0 33 [2 8 1 10] [147 1 7 365]] [14 4 2.1716772841117557E7 2.5575592277921433 0 41 [1 9 0 11] [131 1 9 379]] [15 3 1.5724013838149857E7 2.070968618249442 0 34 [1 9 0 11] [132 7 2 379]] [16 3 1.5282412650058437E7 2.38671784845996 0 41 [1 9 0 11] [131 4 4 381]] [17 20 1.0669624512149194E8 4.810873041255048 4 74 [0 10 0 11] [106 1 10 403]] [18 3 1.3647615419142215E7 3.662373166653593 0 52 [2 8 0 11] [153 6 8 353]] [19 3 1.3105290345586436E7 4.875280905250471 0 64 [2 8 0 11] [156 5 9 350]] [20 6 3.355254448110541E7 3.0383547861886906 0 55 [2 8 0 11] [123 1 13 383]] [21 3 1.0480597598160211E7 3.4993514686739497 0 63 [2 8 0 11] [180 7 13 320]] [22 4 1.5649754683997845E7 5.396109422166839 0 83 [2 8 0 11] [154 9 12 345]] [23 3 -543788.3040096255 1.7459452369480233 0 0 [10 0 0 11] [475 45 0 0]] [24 3 9875579.16010373 4.524826185560611 0 75 [2 8 0 11] [199 12 17 292]] [25 3 9701731.756734535 7.393142046473147 0 102 [3 7 0 11] [203 10 22 285]] [26 3 8844590.122355403 7.179555275807596 0 91 [2 8 0 11] [198 10 18 294]] [27 3 7050643.624327942 6.307239271926229 0 95 [3 7 0 11] [300 23 18 179]] [28 3 4308848.50069417 9.566513728620937 0 96 [6 4 1 10] [401 36 11 72]] [29 7 1.5365869703404102E7 7.120595424427004 0 116 [3 7 1 10] [271 18 23 208]] [30 6 2.1033642930153597E7 8.583697092602378 0 112 [2 8 0 11] [174 15 28 303]] [31 3 3319801.9203932094 11.106225736619846 0 125 [7 3 0 11] [400 58 8 54]] [32 3 3136168.440346404 12.540073300631112 0 122 [8 2 0 11] [411 64 9 36]]]"
"18","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","8241547.863206829","1.6835307448090736E7","26.072453077089424","361.8926105938404","0.776978586159818","6.111551634436107","[[0 4 1.213369352873995E7 -0.46241761598053305 0 7 [0 10 0 11] [91 1 10 418]] [1 3 1.6494795276471509E7 -4.076475555184265 0 0 [1 9 0 11] [98 0 13 409]] [2 5 1.7942324512553323E7 0.42155689827296283 0 30 [3 7 0 11] [196 2 12 310]] [3 11 6.3070341691253096E7 2.707741061278286 7 25 [0 10 0 11] [86 1 11 422]] [4 3 5408081.901947477 0.8523932981009626 0 20 [0 10 0 11] [157 0 11 352]] [5 3 5712849.754768045 1.3872114322148388 0 28 [0 10 0 11] [254 0 13 253]] [6 3 4493155.838052336 4.1727130089774205 0 38 [7 3 1 10] [408 11 10 91]] [7 9 2.2838315042054377E7 1.1580210561841318 0 31 [0 10 0 11] [168 0 15 337]] [8 13 5.313999101430307E7 2.260842217192087 16 62 [1 9 0 11] [183 2 13 322]] [9 3 8138671.293583861 4.004992904376142 0 25 [5 5 0 11] [315 14 8 183]] [10 3 -311386.08226534975 10.673568141381606 0 51 [10 0 0 11] [481 35 4 0]] [11 12 4.339814838240037E7 4.419681148803834 13 69 [1 9 0 11] [186 2 21 311]] [12 3 1921338.3221671353 7.1916164114650964 0 62 [7 3 0 11] [465 29 5 21]] [13 3 8563684.440164804 1.6168258666591462 0 33 [1 9 0 11] [228 4 18 270]] [14 4 2117147.9640524094 8.928492865329238 0 67 [8 2 1 10] [484 31 5 0]] [15 5 5118920.09764278 2.0945256867002096 0 54 [6 4 0 11] [390 16 20 94]] [16 12 3.059782980983085E7 7.834542085720044 7 69 [4 6 0 11] [266 19 19 216]] [17 5 2485248.115352165 2.2010823891202755 0 79 [6 4 0 11] [464 31 11 14]] [18 3 -964691.6350305803 10.18693475226994 0 86 [10 0 0 11] [467 53 0 0]] [19 3 -1394344.8810340378 11.040006293384154 0 85 [10 0 0 11] [457 63 0 0]] [20 10 2053909.173752419 10.937928863403105 5 85 [8 2 0 11] [457 45 18 0]] [21 3 -3577039.663656482 6.739348283157878 0 44 [10 0 0 11] [448 72 0 0]] [22 12 5403074.146614503 10.61816533982241 10 133 [7 3 0 11] [440 52 12 16]] [23 3 -1787859.1434952503 6.77841013924013 0 93 [10 0 0 11] [436 84 0 0]] [24 3 -2469710.905943916 12.288542239371841 0 121 [10 0 0 11] [432 88 0 0]] [25 3 -3677720.180332884 4.35760842921739 0 97 [10 0 0 11] [436 84 0 0]] [26 6 -3787746.9436210236 13.247259399996965 7 70 [10 0 0 11] [425 95 0 0]] [27 3 -3619835.0349778365 8.836759352829018 0 89 [10 0 0 11] [422 98 0 0]] [28 5 -3769566.392941856 10.038249564394315 2 102 [10 0 0 11] [416 104 0 0]] [29 4 -3100668.7577985763 10.409343867873162 0 125 [10 0 0 11] [416 104 0 0]] [30 4 -3479732.8758495767 10.551178728616993 1 133 [10 0 0 11] [402 118 0 0]] [31 7 -4981297.250122025 8.998790705686194 4 122 [10 0 0 11] [403 117 0 0]] [32 4 -2138841.07280973 9.265764676516566 1 211 [10 0 0 11] [406 114 0 0]]]"
"8","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","1.3827116671825485E7","2.1315199084269907E7","10.435839084770862","449.9842927299956","0.5544226341509655","4.596531606463148","[[0 3 1.0028603771152854E7 0.38544206804849235 0 7 [1 9 0 11] [123 1 5 391]] [1 4 2.158194148178787E7 1.1283337747467297 0 15 [1 9 0 11] [125 1 5 389]] [2 17 9.466321796475421E7 3.039997142089703 9 27 [1 9 0 11] [90 0 7 423]] [3 3 1.500782956538761E7 1.133711965197948 0 12 [2 8 0 11] [142 0 8 370]] [4 3 8180372.559360061 1.4982157232673041 0 12 [1 9 0 11] [108 0 11 401]] [5 17 8.325871809604813E7 3.969505562626662 3 22 [1 9 0 11] [109 1 9 401]] [6 3 7617531.5620417 0.9883394800080125 0 27 [1 9 0 11] [126 0 11 383]] [7 5 2.017807055051069E7 1.53848427238148 0 30 [1 9 0 11] [115 0 11 394]] [8 4 1.5554977041252092E7 4.207513138470003 0 41 [1 9 0 11] [133 2 9 376]] [9 9 3.6443253774720624E7 2.910987391816043 5 26 [1 9 0 11] [86 0 14 420]] [10 3 1.3300255664614428E7 3.433055637360121 0 28 [1 9 0 11] [131 2 14 373]] [11 3 8574756.679112826 4.083774678130596 0 58 [3 7 1 10] [185 4 14 317]] [12 3 6764329.132989499 1.2819973511932412 0 35 [1 9 0 11] [166 0 18 336]] [13 3 8977755.655101823 4.1420138152447965 0 39 [1 9 0 11] [130 3 16 371]] [14 6 2.0757628351932544E7 1.626877600530617 2 53 [1 9 0 11] [108 0 16 396]] [15 3 8248568.63287375 1.8619773078450395 0 44 [1 9 0 11] [142 4 21 353]] [16 3 3894839.486549847 5.397592092731501 0 69 [6 4 0 11] [422 14 22 62]] [17 4 2630683.9424414006 3.8879493125154934 0 35 [9 1 1 10] [479 37 3 1]] [18 3 6221391.665587795 1.6917114848386066 0 50 [2 8 0 11] [205 4 25 286]] [19 6 1.9393175304307457E7 3.9027149499255662 1 54 [1 9 0 11] [151 3 27 339]] [20 3 3258068.8618374197 5.4780530738454845 0 57 [3 7 0 11] [430 16 20 54]] [21 4 8735895.565369595 3.883105761501569 0 86 [3 7 0 11] [241 6 32 241]] [22 3 5707226.7877427 4.126220785632966 0 61 [1 9 0 11] [209 2 30 279]] [23 10 2.090769347955275E7 4.334231111902041 4 104 [2 8 0 11] [222 3 39 256]] [24 5 1.1175175991056422E7 5.231979699571697 0 85 [1 9 0 11] [193 8 32 287]] [25 3 -829163.3157997687 8.261485352427997 0 108 [9 1 0 11] [465 47 8 0]] [26 7 -180488.04903204908 10.443996864971133 1 135 [10 0 0 11] [438 77 5 0]] [27 5 4005611.36786979 4.729111343474314 1 80 [2 8 0 11] [412 9 43 56]] [28 7 -5413405.121729751 14.610073682159108 1 139 [10 0 0 11] [428 92 0 0]] [29 4 3071790.8264900967 7.013460135786667 1 101 [4 6 0 11] [456 16 47 1]] [30 3 -2590260.4488772117 8.382782045945548 1 144 [10 0 0 11] [428 92 0 0]] [31 3 -2056925.0590882946 12.089462345931743 0 152 [10 0 0 11] [425 95 0 0]] [32 4 -774271.5976779448 10.991386061165652 3 151 [10 0 0 11] [420 100 0 0]]]"
"17","5300","0.05","80000","1.9","1.5","3","33","1","-1","0.75","9200","6000","1","4","1","3500","2","8400","4700","0.05","20000","2","1.5","1300","0.01","2","160","2","5800","0","700","1.5","520","0","-7085099.387207831","5989637.605299396","1744.4949887978867","243.05333104502884","0.5940065251385317","-10.260455596566436","[[0 12 1.1910856813544324E7 -18.79382185808533 0 15 [7 3 0 11] [398 68 19 35]] [1 3 86544.76290298923 -15.555846250000007 0 5 [10 0 0 11] [427 93 0 0]] [2 3 -1380932.140563481 -13.278235036529095 0 57 [10 0 0 11] [417 103 0 0]] [3 3 -3068455.47548804 -13.356689316747753 0 46 [10 0 0 11] [414 106 0 0]] [4 7 -4982757.826210171 -15.708215650048349 0 24 [10 0 0 11] [415 105 0 0]] [5 3 -3181608.1156905093 -12.463158602101739 0 32 [10 0 0 11] [414 106 0 0]] [6 12 -7408114.638038336 -15.209126219651585 3 12 [10 0 0 11] [415 105 0 0]] [7 6 -2971438.395912554 -14.51277500000001 0 37 [10 0 0 11] [398 122 0 0]] [8 3 -4163216.243724631 -12.158775000000004 0 37 [10 0 0 11] [409 111 0 0]] [9 3 -4369805.394048189 -13.021471701820316 0 55 [10 0 0 11] [405 115 0 0]] [10 5 -3908581.724657176 -11.224200000000003 0 24 [10 0 0 11] [389 131 0 0]] [11 5 -4178974.440456749 -10.609850000000002 0 62 [10 0 0 11] [390 130 0 0]] [12 3 -5192843.145674226 -10.1555 0 16 [10 0 0 11] [385 135 0 0]] [13 10 -1.0810873789109819E7 -10.227175 9 17 [10 0 0 11] [376 144 0 0]] [14 10 -1.1013454869489344E7 -10.227175 16 25 [10 0 0 11] [374 146 0 0]] [15 17 -1.5540614961835943E7 -10 453 0 [10 0 0 11] [365 155 0 0]] [16 4 -5075139.916484053 -10.462675 0 70 [10 0 0 11] [374 146 0 0]] [17 11 -1.1757703750237841E7 -10.227175 53 18 [10 0 0 11] [360 160 0 0]] [18 8 -1.1273648321399547E7 -9.7 15 22 [10 0 0 11] [352 168 0 0]] [19 3 -5542566.874848789 -10.382675 0 16 [10 0 0 11] [356 164 0 0]] [20 29 -1.937305143272421E7 -10 793 36 [10 0 0 11] [344 176 0 0]] [21 5 -5693890.6940897405 -10 0 18 [10 0 0 11] [345 175 0 0]] [22 3 -5518522.042245445 -10 0 56 [10 0 0 11] [347 173 0 0]] [23 3 -5437255.484949835 -10 0 105 [10 0 0 11] [344 176 0 0]] [24 7 -1.1276919365784472E7 -10 33 108 [10 0 0 11] [345 175 0 0]] [25 9 -1.2575022186191667E7 -10 69 69 [10 0 0 11] [329 191 0 0]] [26 3 -5766002.722168918 -10 0 72 [10 0 0 11] [334 186 0 0]] [27 3 -5798446.059847577 -10 1 45 [10 0 0 11] [332 188 0 0]] [28 29 -2.109563446799712E7 -10 956 42 [10 0 0 11] [323 197 0 0]] [29 7 -1.280246647666881E7 -9.8555 92 134 [10 0 0 11] [323 197 0 0]] [30 10 -1.21770558071892E7 -10.08 523 6 [10 0 0 11] [316 204 0 0]] [31 3 -5920626.564821984 6.188035451127116 49 131 [10 0 0 11] [321 199 0 0]] [32 3 -6550058.025757392 12.426969497164686 37 122 [10 0 0 11] [313 207 0 0]]]"
